,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17,Module 18,Weights 18
19,APOEB,0.7740181442785539,SETD2,1.2108250931874833,MGLL,1.075188606460534,HES6,1.0407711684849341,SI:DKEY-30F3.2,0.5520735053051378,ATP5B,0.6797109134289929,RPL35,0.6964608833474297,RASGEF1BA,0.6269159678481864,ZNF1125,0.7934966595691242,SI:CH211-171H4.5,0.7994025426569805,SI:DKEY-108K21.12,0.5975760134298275,SI:CH211-239D6.2,0.6592730397066511,DESI2,0.5102304472577098,ZNRF2,0.5385912567017859,CT573263.1,0.5941825434122936,ANKRD12,0.673279665551715,KRT18,0.4756644722444132,TRIM25L,0.6050255034419831,NET1,0.5122311692477598
20,BZW1A,0.7739112424084065,SI:CH211-241E1.5,1.1907211956173376,GRHL3,1.0658690113611902,SP5L,1.028214168306769,HNRNPA0A,0.5516455913516726,MKRN4,0.6756416624498389,GTF2H5,0.6801187652618631,SP5L,0.6198742405830796,SI:DKEYP-14F10.3,0.7924392813545306,BAALC,0.798581905187746,SI:DKEY-146C18.5,0.5956847529173062,E2F7,0.6549238418695037,KAZALD2,0.5033873262295055,DUSP4,0.5343457235253645,SI:CH211-197H24.9,0.5925461882496169,MID1IP1L,0.6695247984037351,ADGRL2A,0.4742745656655476,CABZ01084942.1,0.6021689671619784,TM4SF19,0.5083796908112543
21,PRDM14,0.7691101622864295,SI:DKEYP-79B7.4,1.1773621735465245,FTR83,1.0635749200929099,PRICKLE1B,1.0182458928614415,SI:DKEY-47K16.4,0.5509801777234571,IFI30,0.6695413003615875,SI:DKEY-153M14.1,0.6794336128410922,AMOTL2A,0.6099745793943047,ZGC:113984,0.7900970499856979,NFKBIL1,0.7981946547556765,SI:DKEY-13M3.1,0.5795355410967679,BCL3,0.6539289841701719,TAOK3A,0.4991376253094455,KLF17,0.528521890885306,DNMT3BB.1,0.5814938483233502,NEK2,0.6647132010313579,PERP,0.4721744517139042,SI:CH211-276A17.5,0.6005681198139748,HIST1H2BA,0.5072349968027098
22,ADD3B,0.7642750348208778,PCNT,1.1572141514547598,GATA3,1.0553878331651083,HER1,1.005742589484998,SI:CH211-271G18.4,0.5503887177599754,GTF2H5,0.6673847051087376,SI:DKEY-151G10.6,0.6780558562000555,SESN3,0.6085533143234638,CNIH4,0.7899611686868246,PHYHIP,0.7977108350042129,BX511215.1,0.55356473746935,ISG15,0.651960361628674,SI:DKEY-221L21.2,0.49487488448844186,ANKRD16,0.5261978606599161,P4HB,0.5789363472890733,ZGC:158852,0.662025254640265,PLECA,0.47189506425894273,PLECA,0.6000027067883452,HSD17B2,0.5046551294425008
23,FZD7A,0.7625809700839898,MLXIP,1.1371577465128153,FTR82,1.0490692810436246,MSX3,0.9789554121482389,LRRC8C,0.5495039895661915,FXYD6,0.6475752012778317,GPX4B,0.6775592693301697,FAM13A,0.5971506636880133,ZGC:171759,0.7886501854998526,LAMA1,0.793203790497809,SI:CH211-117M22.2,0.5395034203940702,PLEKHN1,0.6380155159178799,SLC25A25A,0.4945235726053039,ELP4,0.5255274343111456,SI:DKEY-1D7.3,0.5778651711247785,CLDNG,0.6503894153790024,ELOVL7B,0.4711341552924567,RHD,0.5966953479319588,SI:CH211-113A14.10,0.5036074999527944
24,SNRPD2,0.7597348034874233,NRXN1B,1.1204357196763184,GADD45BA,1.0433111151735248,ARL4AB,0.9544934877105049,SI:DKEY-56M15.3,0.5478713990156849,SI:CH211-147G21.5,0.6468358862221241,NNR,0.675093844493622,GLT8D1,0.5849270775774026,SI:DKEY-122C11.4,0.7838747657258988,SI:DKEY-58J15.10,0.7847050130224535,CA9,0.5381021366908642,LNX1,0.6377441195433762,FHDC3,0.49422012016187955,MAL,0.5251084029235823,ZAR1L,0.5753901934503288,MYCLB,0.6416306683152361,ZAR1L,0.4696134145470201,ZNF185,0.5945381463669054,SI:CH73-368J24.14,0.5028624536184517
25,MIDN,0.7472022793305385,ZNF1057,1.1188740768933083,STARD14,1.03723420176779,SZL,0.9475787245917855,NR0B2A,0.5457624023571427,RND1L,0.6435353508942151,U1,0.6739128713262472,TCF3B,0.573914669080275,ZGC:111868,0.7821238119610653,RNF213,0.7750664306208531,MCHR2,0.5365525048751919,RASL11B,0.6171670103501584,MYCN,0.4844610746529457,SI:DKEY-1D7.3,0.5231118861607102,SI:DKEY-77P23.8,0.5748251321270617,FHDC3,0.640913826085204,BX569789.3,0.4688704144862711,TOP1,0.5829323195578175,PGAP1,0.49959219829663326
26,SOX3,0.7413795807466029,SI:CH211-168H21.2,1.1158540952696714,CYT1L,1.033394146396059,LEF1,0.9266649212496364,SI:DKEY-149M13.4,0.5436559185219527,WEE2,0.643374010656635,SI:CH211-7C8.2,0.6738820584999284,LYRM1,0.5653574471742824,WDR21,0.7738148533991689,LAMC1,0.7748652310330805,SI:CH211-113A14.18,0.528088659262521,RGS20,0.6124986995934301,CDC42SE1,0.48336977948395254,SI:CH1073-205C8.3,0.5201198031962307,SI:DKEY-156K2.3,0.5734240846387146,COIL,0.6368840711541546,PLEKHF1,0.4685124313120061,ESRP1,0.5758962862329845,LIN52,0.4977136318308453
27,PCDH18B,0.7371836644145624,ZNF1068,1.10861734422604,CLDNF,1.0270095921182787,ZNFL2A,0.9122378617389336,FAM134C,0.537639613692468,NUDT4A,0.6410790163229043,LYRM2,0.6719350934829653,GRA,0.560432803622026,FP236812.1,0.7723857640180832,HCK,0.7691993742466202,ZNF985,0.5261011166437684,RPS27.2,0.590416070249967,KIF18A,0.48067047747283737,TDRD7A,0.5143082317214374,CR391944.1,0.571106655402936,VAT1,0.6314899610212661,CYP2X6,0.4666563822852544,CYR61L2,0.5752415430821428,ANO9A,0.4962859962218047
28,GNL3,0.7210915292402366,CYR61L2,1.1065532156433173,FUT9B,1.026433495040821,SI:DKEY-27I16.2,0.9001671340754774,SI:DKEY-261J4.3,0.5338914885067884,BZW1A,0.6289553212563067,PHF5A,0.6687629593227367,OTX1A,0.5589026797299527,SI:DKEY-108K21.14,0.7716427590023187,CABZ01009880.1,0.7674298898552855,GOLGA4,0.5228212201797126,GADD45AA,0.5817134107931063,TMEM205,0.47832377158306016,PALLD,0.507612844363004,NCALDA,0.5690410612137532,SEPSECS,0.6238496151783035,FTR82,0.4642267104380017,GBP3,0.5711158116424142,SI:CH211-209J10.5,0.49372708362533574
29,SI:ZFOS-44A5.1,0.718383812215447,ASPM,1.1022648253687441,SLC2A12,1.016848102674411,SI:DKEY-149I7.2,0.8978817526419751,BX323023.2,0.5322145223338589,CALM2A,0.627723340501463,RPL28,0.6605402802912362,HIGD1A,0.5588682734553929,DUPD1,0.771605926021375,FTR36,0.765837049490264,SI:CH73-275M14.1,0.5218173967251842,SI:DKEY-117J14.6,0.5507738178943541,ALDH16A1,0.47777084748645926,AK4,0.5027300992352354,SI:DKEYP-3B12.15,0.5682298202891776,LSM4,0.6223414040776308,ZGC:153911,0.4633496181556344,SI:CH211-178N15.1,0.563630854150462,METAZOA_SRP,0.4930448700141988
