,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11
10,SI:DKEY-238D18.15,0.639178843498063,ZGC:173587,1.7394056056654479,FA2H,1.2478133727962162,GBX1,1.2745918818709134,CLDNG,0.8569119076013043,CAMSAP2A,1.0483492830458294,STM,0.8361018705462344,NOTO,0.8545633843947361,APOEB,0.7718049632090112,TP53INP1,0.8257767096463443,ZGC:165555,1.0317074847446333,BX640584.2,0.9644128349415263
11,CABZ01002768.2,0.6365483265170679,DIABLOA,1.7257409962600898,CEBPB,1.2450616244944812,ZNF503,1.221532857605273,BOKB,0.8463468248087544,FTR36,1.0441014754156768,U1,0.8302481473965518,ZEB1A,0.8180824111115195,POLR3GLA,0.7614045444122598,SESN1,0.7908159570847088,SI:DKEY-261M9.11,0.9894799159037938,P4HB,0.9572568474684858
12,SI:DKEY-1D7.3,0.6334936333258548,HNRNPA0B,1.6994660298586663,ZGC:101000,1.244244329174697,DLD,1.175655900648128,KLF2B,0.845463503644409,GRB7,1.0333467722457845,RPL12,0.8274899555265776,DACT2,0.7999862587113922,PCDH18B,0.7523210042179675,ZGC:64022,0.7771975435542641,FP236812.2,0.9791082816926371,BZW1A,0.9553908080941257
13,MAL,0.6210428286456042,NME2A,1.6094608858665498,CLDN23,1.24263207868521,IM:7138239,1.1437424455250744,ANKRD12,0.8292053156176316,KCNK4,1.0078510238335332,KIAA0101,0.8153370828682143,FZD8A,0.7866384479152236,SLC38A3B,0.7424270860439652,CDKN1A,0.7607317507310715,BX324216.1,0.9248596789099339,CR450785.2,0.951106382386275
14,SI:DKEY-206L1.2,0.6156946125249171,GPRC5BB,1.6029487937418287,KRT97,1.2344244602927672,APOC1,1.1072343632934685,OTX1B,0.8114032280158123,SCOCB,0.9942187583658304,CDKN1BB,0.8130548117590785,DDX4,0.7664012547637588,SI:DKEY-95P16.2,0.7420904189507788,SLC4A2A,0.7304650803337148,SI:DKEY-261M9.15,0.9146607046083258,MKRN4,0.9443476301670252
15,SI:DKEY-85K7.7,0.6110101067211274,HUWE1,1.4264307406216183,SI:CH211-125O16.4,1.2139893651260347,ATP1B3A,1.082167631265057,ZGC:56231,0.8017295644163587,KCTD5,0.9893518068515373,RNASEP_NUC,0.8124225689587602,GRA,0.7379680136107212,HSPB1,0.7404490386722155,EXO5,0.7249876302376378,SI:CH73-36P18.5,0.9058484719796579,WEE2,0.9301862845458279
16,SRRD,0.6021288948363239,PON1,1.390880449665966,MGLL,1.2013175449186324,ZIC2A,1.0672577851268454,BMI1B,0.7977008826155405,SI:CH211-171H4.5,0.9867842909032482,SI:DKEYP-3B12.7,0.8058821011098807,CST3,0.7181740240125609,FAUA,0.7397479753177879,IGF2A,0.6981191815833008,ENSDART00000172356,0.9043115745958786,SI:DKEY-156K2.3,0.9230588847432469
17,MTP,0.6007427586359926,CABZ01001464.1,1.3137454450313975,ZGC:193505,1.188923945929811,VED,1.0608553210840947,MID1IP1L,0.796422263693939,NFKBIL1,0.9836603629438294,SI:CH211-117M22.2,0.8058285338081231,ETS2,0.7016429515063218,FZD7A,0.7372415431259325,PLEKHN1,0.6893740077112634,HIST1H4D,0.892987293515009,ZNF1040,0.9121453542229282
18,RAB3IL1,0.5969160586453973,SETD2,1.24149169108098,EVPLA,1.1864211001084912,SP5L,1.0542819197379265,RGS14A,0.7840321330741622,SI:DKEY-58J15.10,0.9805838071866613,SI:CH211-194E1.8,0.8026960337200424,SP5L,0.6943329207928662,RPL35,0.7338631250676495,SI:DKEY-204L11.1,0.6705251285874114,ZNF995,0.8879146846003904,ZNF986,0.8957063227640321
19,SI:DKEY-206L1.3,0.5940230085502546,KLHL22,1.2321019683703536,CLDNB,1.1676950861253133,HES6,1.0516844153173799,DDX4,0.7790872168373177,PLECA,0.9668848216206507,SI:DKEY-23A13.15,0.8019700688199402,TDGF1,0.6919420808468205,ZGC:109934,0.7230234908235427,E2F7,0.6667550623117029,SI:DKEY-261M9.12,0.8831578040085648,FAM78BB,0.8834203348232067
20,FTH1B,0.5911774037753912,CYR61L2,1.2287180843977747,FTR83,1.165132554526013,NHSL1B,1.0486764158415267,CHD6,0.776458122942826,TNFAIP8L2A,0.9661254622753693,SI:DKEY-23A13.4,0.7960395114667155,FAM13A,0.6671469238096482,LSM8,0.7198550512412928,SI:CH211-239D6.2,0.6564700376701025,SI:DKEYP-14F10.3,0.882937254653144,RAC1A,0.8748154760762076
21,TSG101A,0.5870354846503205,SI:CH211-241E1.5,1.2124011377349004,FUT9B,1.1609731948269368,PRICKLE1B,1.0244572335915187,ZGC:158852,0.7594417176728872,JAKMIP2,0.9657727104551839,SI:CH211-7C8.2,0.7905477744629801,AMOTL2A,0.6447368223294203,SI:DKEY-16M19.4,0.7193405573277516,SNX11,0.6503354609906047,ZGC:158463,0.8818702363853845,SI:DKEY-199M13.4,0.8735443956379687
22,ZGC:152652,0.5826132736814256,PCNT,1.206538691966833,PLEKHF1,1.1422344753544478,HER1,0.9937049774792508,SLC25A25A,0.7555944459521969,GBP3,0.9602601762984219,TOP1L,0.7805596363095959,SOX2,0.6406012462569055,SOX2,0.7146352689226932,ISG15,0.6471638278252411,SI:DKEYP-3B12.10,0.8597790926103615,THY1,0.8707712570170117
23,FTR82,0.5633258843378561,SI:DKEYP-79B7.4,1.188101929832614,GRHL3,1.1390087630675616,MSX3,0.983832247979097,BCL2L10,0.7445460548100384,RHD,0.9333756130373597,CLDND,0.7777044247998508,RASGEF1BA,0.6396636882270667,ADD3B,0.7125750320815007,BCL3,0.6448850324969806,TM4SF19,0.8487550197503517,OCLNA,0.8696348720283579
24,SI:CH211-117I10.10,0.5569994256767626,POLR2A,1.1755990501264755,PERP,1.1266961263510313,ARL4AB,0.9582878682476474,RAD18,0.7216931948748443,UPK1A,0.928333466927009,CLIP4,0.7725555491607867,KIF26AB,0.6182141659496183,NNR,0.7111271208927299,RASL11B,0.6432512110321906,OTUD4,0.8454477404940685,MAF1,0.8693818041415136
25,NR0B2A,0.5429441366655121,NRXN1B,1.1660189569672603,SI:DKEYP-67A8.4,1.1182648650830116,SZL,0.9447278034821934,RPAIN,0.7202846257689874,RNF213,0.9192710389593831,EPCAM,0.7699625296627967,SESN3,0.6138545966872421,RPLP1,0.7109104288729812,LNX1,0.6262441656978273,ZGC:163040,0.8413079397111117,ZNF1060,0.8677680973858299
26,FZD7A,0.5428771863648517,ASPM,1.1626381107244212,ZGC:153911,1.115271107532051,LEF1,0.9351556457888438,RRBP1B,0.7192270552396629,BAALC,0.9180942377046579,C1QB,0.7697791565933201,NET1,0.6107434112324357,GNL3,0.7107502424503399,FOXI1,0.6250337965240669,SI:CH211-113A14.16,0.8381145950761398,SKP2,0.8635797514381551
27,WDTC1,0.542584731646098,MLXIP,1.1594674249327455,STYK1,1.1032573673878832,ZNFL2A,0.9351241553319567,FKBP8,0.7174873670453463,RNF220B,0.9057701972919003,SI:DKEY-153M14.1,0.7651081180446035,HIGD1A,0.6105269453275644,SI:DKEY-108K21.27,0.7103203300560962,RGS20,0.6170555537962003,SI:DKEY-97L11.1,0.8374480039715284,SI:CH211-271G18.4,0.8552751670868288
28,CABZ01117575.1,0.5387761747874401,ZNF1068,1.1522806668175691,ELOVL1A,1.1021180685317227,WNT8A,0.9043797147492021,SI:RP71-45K5.2,0.7154127303436641,ARID3A,0.9011099039182938,SNRPD3,0.7519097366646312,LRIG3,0.6082303385573875,H2AFX,0.7096073820427633,RPS27.2,0.616941059486287,SI:CH73-36P18.2,0.8370392415622832,ASB11,0.8519998972574656
29,KLF17,0.5369342301137011,CPE,1.1457704846596999,CYT1,1.0936655034454514,LAMB1A,0.8918722420522038,NCOR2,0.7138256150649825,NR6A1B,0.8998124856608781,SI:DKEY-13I19.8,0.7491152511736254,CABZ01084942.1,0.6025893658021189,RPL26,0.7096006246226239,GADD45AA,0.5795291365127061,ZGC:173652,0.8315870701770804,DDX17,0.8495817094885147
