,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17,Module 18,Weights 18
12,BMP7A,0.977784700060606,DIABLOA,1.696000291254362,CEBPB,1.2370462491634462,DLD,1.2065386079772042,RHEBL1,0.7292206933369808,NUDT4A,0.6768479306267275,SI:DKEY-261M9.15,0.7169141369346792,EFNB2A,0.9589134966853763,SI:DKEY-108K21.27,0.8850199473819508,RNF213,0.8371997729649073,GBGT1L4,0.7799507235090559,ZGC:64022,0.8204334417631737,RAB34B,0.8366455889967771,SLC3A2B,0.6000766813723272,SI:RP71-45K5.2,0.5548137114036409,SKA2,0.7490940928197812,SI:CH211-269I23.2,0.605299956235215,MYO3A,0.5851053322800177,SI:CH1073-416D2.4,0.541882277567003
13,LAMA1,0.9471424911481581,NME2A,1.6642237739223396,CLDNB,1.2181474698802641,IM:7138239,1.1777282233485047,IDE,0.7253440642224545,CLDND,0.6717309597009348,UQCRH,0.7129411866212784,OTX1A,0.8748421376710382,SI:CH211-113A14.25,0.8640568700709399,PHYHIP,0.8367811555030485,TRIM105,0.7676068440452343,CDKN1A,0.8147663402820987,TSR2,0.8300890419685167,SLC9A8,0.5958138352898433,UGCG,0.5427136190934215,BOKB,0.7186574706466123,VPS13A,0.6014924093266559,ADAM15,0.582594499883316,SI:CH211-113A14.10,0.5386108906041789
14,SI:DKEY-221L21.2,0.9377337230567347,GPRC5BB,1.5983286827757595,SI:CH211-125O16.4,1.210691423226984,SP5L,1.1321559598256068,NCALDA,0.7235821827155073,SI:DKEYP-55H4.2,0.6625675468261586,SI:CH211-113A14.16,0.7057836180831681,KIF26AB,0.8493306347080197,ZGC:163040,0.8561166674257804,KCNK4,0.8102853266345906,SI:DKEY-261M9.11,0.7349964644849154,EXO5,0.7441356198203505,CDKN1BB,0.8082714979366677,METTL22,0.5808012648924108,CLDND,0.5390268076838373,KLF2B,0.7152436315972569,CNNM1,0.598450500091846,KLHL22,0.579027037104239,IRF2BPL,0.5213716243901153
15,KLF2B,0.9349627126009268,PON1,1.4571282611149041,SI:DKEYP-67A8.4,1.1733490728994627,APOC1,1.1267020458621924,BIRC5B,0.7148799670746331,SFRP1A,0.651123915782119,TMEM258,0.6974816435841436,TIAM1B,0.8482836169059543,SI:DKEY-47K16.4,0.844650737935519,SI:CH211-171H4.5,0.8069108639388547,HIST1H4D,0.7345220493990537,SLC4A2A,0.7370256847569439,SI:DKEY-15H14.4,0.8016997981772197,ZGC:113425,0.5721101440359911,CLDNG,0.5385886953523356,TRIM35-29,0.6910953886639463,CPE,0.5973370659943408,NME2A,0.5724373204149864,LEF1,0.514246764072726
16,KAZALD2,0.9264898248877645,KLHL22,1.3403545947761453,ZGC:193505,1.1732330858083395,VED,1.0992423620365748,SI:CH211-271G18.4,0.7063362646204406,SI:DKEY-13M3.1,0.6440421271166603,U1,0.6943781759220674,ZEB1A,0.8424539854048073,ZGC:173652,0.8413105833596448,GBP3,0.7903198351895823,BX324216.1,0.6222283977339621,IGF2A,0.7060394286521097,SI:CH73-1A9.3,0.7869903134082482,CECR1A,0.5701349608552633,ERCC8,0.5354531966017715,BMI1B,0.690148452978936,SI:DKEY-28A3.2,0.5925035942144202,NFKBIL1,0.5690331674114443,SI:CH211-209J10.5,0.5102732652085062
17,APOEB,0.912944065900794,CABZ01001464.1,1.3326594386388442,FUT9B,1.1695095000100186,NHSL1B,1.0896973470338231,BX901907.2,0.705414671716674,MAP7,0.6421980949116756,RPL35,0.6899418743384362,FGFR4,0.8173813687069024,FP236812.2,0.8395978107116335,JAG1B,0.7894913675341848,SI:DKEY-13M3.1,0.6142183396433973,E2F7,0.7037240476690996,SI:CH211-105D18.7,0.785449609229471,CABZ01002768.2,0.5668736259515494,SI:DKEY-261J4.3,0.5319408106045812,DAZL,0.6770557072718831,ZNF644B,0.5760282550584134,KCTD5,0.5663752800110268,HUWE1,0.5099382948231813
18,BMP2B,0.8887411889631242,HUWE1,1.3211239505803227,MGLL,1.1683232148734106,ZIC2A,1.0766004343527018,SI:DKEY-56M15.3,0.7033107462470474,BLF,0.6321140524362983,EGFRA,0.6834023778060719,MIDN,0.8129127088464565,SI:CH211-195B11.4,0.8231836014916316,NCOA7,0.7852910099267388,SI:DKEY-146C18.5,0.6100325954385549,SI:DKEY-204L11.1,0.702772920012676,WEE2,0.7739726872708393,SI:DKEYP-117H8.4,0.5604959250164903,NPLOC4,0.5294395897795028,CHD6,0.6761632202219667,ESRP1,0.5626314838988689,CNNM1,0.565072868627891,TMEM205,0.5078855193020035
19,RND1L,0.8778871863949416,SI:CH211-241E1.5,1.2877387510259148,ZGC:153911,1.1479840684915825,PRICKLE1B,1.0616917342101895,MAF1,0.6938457901774124,IFI30,0.6302846751996471,LYRM2,0.682476382711922,PCDH18B,0.808755310248483,SI:DKEY-261M9.19,0.8212341950287528,CPE,0.7842012803590858,SI:CH211-113A14.26,0.6082480735127705,PLEKHN1,0.7021469090949212,SI:DKEY-16M19.4,0.7646864104330459,SLC7A8A,0.5595738049732009,CTH1,0.5289250613036425,WDR62,0.6731793795640065,SI:DKEY-234L24.10,0.5538359408590543,ZGC:171775,0.555113064578683,TM4SF19,0.5071901829944854
20,SFRP1A,0.837584795367622,SETD2,1.2444803842796563,GRHL3,1.1420481221588379,ATP1B3A,1.0519788771679528,ZNF995,0.690624191543808,RND1L,0.6255442830343168,PHF5A,0.6816075954974555,LHX5,0.8033234165836795,SI:CH211-113A14.15,0.8122030054688086,ARID3A,0.7694674649725662,SI:CH211-113A14.18,0.5936742271732048,SI:CH211-239D6.2,0.6997968971803599,RAC1A,0.7596700247810891,SI:DKEY-1D7.3,0.5582241379150935,MYCN,0.5282251232734698,ANKRD12,0.6697094425848426,PPL,0.5502421973114995,OVOL1,0.5508901292374528,WDR77,0.5067306822124322
21,LAMB1A,0.8367312096613044,MLXIP,1.222094664907979,FA2H,1.1415944491982566,HER1,1.0268567346299933,WDR21,0.6848120335169423,ITSN2B,0.6232390555369816,SI:DKEY-151G10.6,0.6784096305246792,FZD8A,0.7939715636140231,SI:DKEY-261M9.12,0.8104502875291867,NRXN1B,0.7665483349706484,SI:DKEY-108K21.21,0.584849912918711,BCL3,0.6776033045954546,SI:CH211-267E7.11,0.7591710599901207,FTR82,0.5580733465397146,SI:DKEY-11O15.10,0.5266367131913366,COIL,0.641697763201796,TMEM8C,0.5364530134813672,SCOCB,0.5440782541684192,OTUD4,0.5015822568946433
22,MID1IP1B,0.8224592633666424,NRXN1B,1.2036510949538801,FTR83,1.1326508333697254,ARL4AB,1.0255906358796407,CT573263.1,0.6834035582341824,ZGC:173742,0.6197315726012368,RPS17,0.6782709708149095,EPHA2A,0.7784079732245881,SI:DKEY-97L11.1,0.7981040031986023,TRIM45,0.7654023080352902,CA9,0.584600153241952,ISG15,0.6729542423485182,SRSF1A,0.749715792546153,SI:DKEY-93M18.3,0.5457610986910042,HSP70L,0.524897479763306,CLDNG,0.629528839472265,UPK1A,0.5343108245469889,SI:DKEY-234L24.10,0.5401097706837849,HIST1H2BA,0.5006651232587898
23,CBFA2T2,0.8073246516952849,CYR61L2,1.1929190372720393,ZNF185,1.1324618012754109,SI:DKEY-27I16.2,0.993025497243112,SUPT4H1,0.6801171198154515,SI:DKEY-122C11.4,0.6159574434544133,SI:CH211-117M22.2,0.6748088491913699,ADD3B,0.7664525561476329,SI:DKEY-108K21.17,0.7884829620122019,GRB7,0.7533295216194251,BX511215.1,0.5844833263836587,LNX1,0.6668189645070574,ENSDART00000133990,0.7490736842857527,HNF4A,0.5351446314378224,ZNF1060,0.5234195455754487,VAT1,0.626507994372072,CCDC186,0.5335649929672729,CLINT1A,0.5280113852792236,PGAP1,0.49809699399557017
24,SOX3,0.7914934257115653,SI:DKEYP-79B7.4,1.167880797097845,FTR82,1.1232253520386262,HES6,0.987053717790028,SPAW,0.6740846646631204,GOLGA4,0.6069232721557439,GTF2H5,0.672362161556362,PKDCCB,0.7613988702966404,SI:CH73-36P18.3,0.7854468134643249,CABZ01009880.1,0.749700144085462,SI:DKEYP-14F10.3,0.5656132458856966,SNX11,0.6581181966006615,ZNF986,0.7398771027677136,B3GNT8,0.5330388523226708,BTG4,0.5214756226716015,NEK2,0.6254692011341347,RHD,0.5330474869554044,DIABLOA,0.5209785951027913,SI:RP71-62I8.3,0.4970719115660528
25,TIAM1B,0.7788077316898434,POLR2A,1.1345221902900504,CYT1,1.1076796784847769,LAMB1A,0.9820159631215455,ACO2,0.6725610068689061,DRL,0.6050233386594829,RPL11,0.6723518745286285,FZD7A,0.7499711852858214,SI:DKEY-23A13.4,0.7749792849308041,BAALC,0.740705449987278,RAB35,0.5615663935365351,RGS20,0.627650769131146,PRMT1,0.7334732481863065,ZNRF2,0.5329116921056826,TULP3,0.5198808176882219,ZGC:158852,0.6220574024068082,ALDH9A1A.2,0.5315949879507665,CABZ01064859.1,0.5201669721383146,ASIC1A,0.4937604108973901
26,TNS3.2,0.7640960756014519,CR318603.2,1.128088161728356,GATA3,1.091951495571876,MSX3,0.9712520139584893,NFYC,0.6724286037894666,SI:CH73-240M14.2,0.604281035255292,RPL28,0.6685194310172746,CERS2B,0.7349852175574081,OTUD4,0.7707049846130977,CNNM1,0.7355294074057537,SI:CH73-36P18.5,0.5585266286272844,GADD45AA,0.6039915060483732,MCL1B,0.7332769403709117,AK4,0.5308495606830959,TAOK3A,0.517959357946641,RRBP1B,0.6202950535293957,RNF220B,0.5293046688927674,SI:CH73-195I19.3,0.5183920804644983,HSD17B2,0.48684460214520386
27,VENT,0.7602192641875727,SI:CH211-168H21.2,1.121598531114692,PLEKHF1,1.09061915543467,ADGRL2A,0.9314808081924218,EAF2,0.6716794485005407,SI:DKEY-13I19.8,0.6038859080315814,RPL23A,0.6586179564410477,NOTO,0.707387145775708,SI:DKEY-108K21.26,0.764520696686586,LAMC1,0.7148784641190541,P4HB,0.5480855318748212,RASL11B,0.570465495699637,ADGRE10,0.7183078485167458,DUSP4,0.5308414874277382,ZGC:56231,0.5158147912689188,MYCLB,0.6071766873951885,GBP3,0.5271807950682255,ANO9A,0.5098713222514981,CTNND1,0.4820401844161867
28,INSM1B,0.7512722649310487,ZNF1068,1.1064613322329508,CLDNF,1.088737104225189,LEF1,0.9290284260194875,SI:DKEYP-114G9.1,0.6613093563838118,MYCN,0.6031858062937835,SI:CH211-7C8.2,0.657457346150513,TCF7L1A,0.6901007260355166,H2AFX,0.7499282774680155,NFKBIL1,0.7144200638247833,ZNF985,0.5377317184426819,SI:DKEY-117J14.6,0.5663043856897313,HNRNPK,0.7125484775207304,TARS2,0.5296436959663624,ZGC:77112,0.5124292597312243,FHDC3,0.604919027529634,TRIM25L,0.5254668961994299,SI:CH211-160O17.6,0.5086988129640976,CYP4T8,0.48008255223152757
29,FGFR4,0.7501103292330256,PCNT,1.1002739962832453,ELOVL1A,1.0881533851185643,SI:DKEY-261J4.3,0.9038599577949462,SI:DKEY-238O14.7,0.6595637384424557,SI:DKEY-261J4.3,0.5944386611494582,OTUD4,0.6564263608010218,RASGEF1BA,0.6835487513695632,SI:DKEY-95P16.2,0.7475712758175088,SCOCB,0.708801691482035,SI:CH73-275M14.1,0.5343042241742494,ZGC:92360,0.561405406182807,ELAVL1,0.7105364876341478,MAL,0.526267836888627,FHDC3,0.5115754466913033,GSC,0.5986476243802284,ZGC:91849,0.5175915261192272,ZNF1057,0.5078921252170484,SI:CH73-368J24.14,0.4769017288123481
